experiment,timestamp,target_message_volume,message_index,input_topic,output_topic,raw_payload,normalized_payload,plaintext_bytes,policy,usk_attributes,ciphertext_bin_bytes,ciphertext_b64_bytes,mqtt_message_bytes,mqtt_compact_message_bytes,overhead_ciphertext_ratio,overhead_mqtt_ratio,overhead_mqtt_percentage,encryption_time_ms,decryption_time_ms,decrypt_success,recovered_output
exp3_message_volume_real_sensor,2026-05-24T19:38:30,30,11,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.10}","{""temp"":24.7,""hum"":81.1}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,70.555,76.329,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.1}"
exp3_message_volume_real_sensor,2026-05-24T19:38:35,30,12,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.10}","{""temp"":24.7,""hum"":81.1}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,86.988,76.819,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.1}"
exp3_message_volume_real_sensor,2026-05-24T19:38:40,30,13,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,87.079,84.385,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:38:45,30,14,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.10}","{""temp"":24.7,""hum"":81.1}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,78.073,79.542,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.1}"
exp3_message_volume_real_sensor,2026-05-24T19:38:50,30,15,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.10}","{""temp"":24.7,""hum"":81.1}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,64.935,84.148,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.1}"
exp3_message_volume_real_sensor,2026-05-24T19:38:55,30,16,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.10}","{""temp"":24.7,""hum"":81.1}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,76.49,86.865,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.1}"
exp3_message_volume_real_sensor,2026-05-24T19:39:00,30,17,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.10}","{""temp"":24.7,""hum"":81.1}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,80.612,76.048,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.1}"
exp3_message_volume_real_sensor,2026-05-24T19:39:05,30,18,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,67.522,88.298,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:39:10,30,19,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,65.186,98.482,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:39:15,30,20,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,79.315,80.152,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:39:20,30,21,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,78.109,77.468,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:39:25,30,22,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,77.037,88.796,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:39:30,30,23,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.10}","{""temp"":24.7,""hum"":81.1}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,73.654,86.954,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.1}"
exp3_message_volume_real_sensor,2026-05-24T19:39:35,30,24,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,80.533,76.506,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:39:40,30,25,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.80, ""hum"": 81.20}","{""temp"":24.8,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,78.674,87.11,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.8,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:39:45,30,26,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.10}","{""temp"":24.7,""hum"":81.1}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,75.921,75.203,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.1}"
exp3_message_volume_real_sensor,2026-05-24T19:39:50,30,27,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.10}","{""temp"":24.7,""hum"":81.1}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,66.223,74.374,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.1}"
exp3_message_volume_real_sensor,2026-05-24T19:39:55,30,28,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,67.749,82.965,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:40:00,30,29,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.80, ""hum"": 81.20}","{""temp"":24.8,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,69.74,75.119,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.8,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:40:05,30,30,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,72.114,65.94,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:40:10,60,1,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,78.974,80.77,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:40:15,60,2,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,69.123,74.553,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:40:20,60,3,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,66.677,77.039,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:40:25,60,4,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,72.43,79.859,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:40:30,60,5,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.10}","{""temp"":24.7,""hum"":81.1}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,79.655,83.84,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.1}"
exp3_message_volume_real_sensor,2026-05-24T19:40:35,60,6,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,71.431,76.394,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:40:40,60,7,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,71.881,82.796,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:40:45,60,8,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,75.687,78.651,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:40:50,60,9,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,65.165,77.684,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:40:55,60,10,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,73.576,88.539,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:41:00,60,11,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,69.285,82.201,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:41:05,60,12,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,89.955,77.596,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:41:10,60,13,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,82.515,72.24,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:41:15,60,14,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,72.149,85.792,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:41:20,60,15,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,68.623,76.348,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:41:25,60,16,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.10}","{""temp"":24.7,""hum"":81.1}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,73.028,87.625,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.1}"
exp3_message_volume_real_sensor,2026-05-24T19:41:30,60,17,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,87.756,74.579,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:41:35,60,18,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,74.288,83.556,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:41:40,60,19,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,82.506,86.308,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:41:45,60,20,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,80.366,72.643,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:41:50,60,21,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,79.106,79.05,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:41:55,60,22,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,69.875,85.441,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:42:00,60,23,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,71.975,84.143,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:42:05,60,24,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,70.992,71.121,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:42:10,60,25,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,78.494,92.22,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:42:15,60,26,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.80, ""hum"": 81.20}","{""temp"":24.8,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,82.98,73.766,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.8,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:42:20,60,27,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,75.512,79.283,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:42:25,60,28,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,75.144,85.595,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:42:30,60,29,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,75.034,77.644,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:42:35,60,30,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,87.074,73.024,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:42:40,60,31,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,73.65,75.349,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:42:45,60,32,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,63.594,82.331,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:42:50,60,33,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,69.881,76.799,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:42:55,60,34,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.80, ""hum"": 81.20}","{""temp"":24.8,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,72.416,68.076,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.8,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:43:00,60,35,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,69.748,80.203,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:43:05,60,36,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,73.261,88.796,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:43:10,60,37,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,80.218,78.188,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:43:15,60,38,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,68.137,69.597,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:43:20,60,39,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,75.579,75.702,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:43:25,60,40,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,88.573,81.166,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:43:30,60,41,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,64.798,75.334,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:43:35,60,42,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,74.128,75.168,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:43:40,60,43,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,71.987,74.332,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:43:45,60,44,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,93.601,78.577,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:43:50,60,45,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,75.404,88.287,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:43:55,60,46,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,70.851,78.803,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:44:00,60,47,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,73.334,80.706,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
exp3_message_volume_real_sensor,2026-05-24T19:44:05,60,48,sala/sensor,sala/sensor/ciphertext/exp3,"{""temp"": 24.70, ""hum"": 81.20}","{""temp"":24.7,""hum"":81.2}",24,attr1 or attr2,|attr1,732,976,1049,1044,30.5,43.7083,4270.83,82.158,72.749,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""temp"":24.7,""hum"":81.2}"
