experiment,timestamp,run,policy_operator,attribute_count,policy,usk_attributes,plaintext_bytes,ciphertext_bin_bytes,ciphertext_b64_bytes,mqtt_message_bytes,mqtt_compact_message_bytes,overhead_ciphertext_ratio,overhead_mqtt_ratio,overhead_mqtt_percentage,encryption_time_ms,decryption_time_ms,decrypt_success,recovered_output
exp2_policy_complexity_overhead,2026-05-24T17:59:26,6,and,5,attr1 and attr2 and attr3 and attr4 and attr5,|attr1|attr2|attr3|attr4|attr5,256,1588,2120,2224,2219,6.2031,8.6875,768.75,76.942,88.741,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:26,7,and,5,attr1 and attr2 and attr3 and attr4 and attr5,|attr1|attr2|attr3|attr4|attr5,256,1588,2120,2224,2219,6.2031,8.6875,768.75,73.184,88.74,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:26,8,and,5,attr1 and attr2 and attr3 and attr4 and attr5,|attr1|attr2|attr3|attr4|attr5,256,1588,2120,2224,2219,6.2031,8.6875,768.75,65.129,80.053,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:26,9,and,5,attr1 and attr2 and attr3 and attr4 and attr5,|attr1|attr2|attr3|attr4|attr5,256,1588,2120,2224,2219,6.2031,8.6875,768.75,79.952,86.447,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:27,10,and,5,attr1 and attr2 and attr3 and attr4 and attr5,|attr1|attr2|attr3|attr4|attr5,256,1588,2120,2224,2219,6.2031,8.6875,768.75,82.023,92.849,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:27,1,and,10,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10,256,2500,3336,3491,3486,9.7656,13.6367,1263.67,75.837,108.156,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:27,2,and,10,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10,256,2500,3336,3491,3486,9.7656,13.6367,1263.67,74.903,106.384,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:28,3,and,10,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10,256,2500,3336,3491,3486,9.7656,13.6367,1263.67,89.94,124.576,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:28,4,and,10,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10,256,2500,3336,3491,3486,9.7656,13.6367,1263.67,88.563,110.308,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:28,5,and,10,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10,256,2500,3336,3491,3486,9.7656,13.6367,1263.67,75.669,120.4,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:29,6,and,10,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10,256,2500,3336,3491,3486,9.7656,13.6367,1263.67,90.866,109.987,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:29,7,and,10,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10,256,2500,3336,3491,3486,9.7656,13.6367,1263.67,75.918,108.683,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:29,8,and,10,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10,256,2500,3336,3491,3486,9.7656,13.6367,1263.67,89.904,95.726,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:29,9,and,10,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10,256,2500,3336,3491,3486,9.7656,13.6367,1263.67,76.649,100.639,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:30,10,and,10,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10,256,2500,3336,3491,3486,9.7656,13.6367,1263.67,76.439,122.911,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:30,1,and,15,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15,256,3428,4572,4782,4777,13.3906,18.6797,1767.97,108.395,132.424,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:31,2,and,15,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15,256,3428,4572,4782,4777,13.3906,18.6797,1767.97,90.545,135.37,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:31,3,and,15,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15,256,3428,4572,4782,4777,13.3906,18.6797,1767.97,101.718,144.046,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:31,4,and,15,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15,256,3428,4572,4782,4777,13.3906,18.6797,1767.97,102.172,132.051,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:32,5,and,15,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15,256,3428,4572,4782,4777,13.3906,18.6797,1767.97,98.215,135.579,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:32,6,and,15,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15,256,3428,4572,4782,4777,13.3906,18.6797,1767.97,98.161,169.902,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:32,7,and,15,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15,256,3428,4572,4782,4777,13.3906,18.6797,1767.97,136.562,155.572,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:33,8,and,15,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15,256,3428,4572,4782,4777,13.3906,18.6797,1767.97,126.129,165.501,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:33,9,and,15,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15,256,3428,4572,4782,4777,13.3906,18.6797,1767.97,121.131,159.457,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:34,10,and,15,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15,256,3428,4572,4782,4777,13.3906,18.6797,1767.97,170.103,207.391,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:34,1,and,20,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15 and attr16 and attr17 and attr18 and attr19 and attr20,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15|attr16|attr17|attr18|attr19|attr20,256,4352,5804,6069,6064,17.0,23.707,2270.7,109.377,141.014,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:35,2,and,20,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15 and attr16 and attr17 and attr18 and attr19 and attr20,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15|attr16|attr17|attr18|attr19|attr20,256,4352,5804,6069,6064,17.0,23.707,2270.7,100.527,148.243,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:35,3,and,20,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15 and attr16 and attr17 and attr18 and attr19 and attr20,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15|attr16|attr17|attr18|attr19|attr20,256,4352,5804,6069,6064,17.0,23.707,2270.7,114.622,137.997,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:35,4,and,20,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15 and attr16 and attr17 and attr18 and attr19 and attr20,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15|attr16|attr17|attr18|attr19|attr20,256,4352,5804,6069,6064,17.0,23.707,2270.7,102.165,142.211,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp2_policy_complexity_overhead,2026-05-24T17:59:36,5,and,20,attr1 and attr2 and attr3 and attr4 and attr5 and attr6 and attr7 and attr8 and attr9 and attr10 and attr11 and attr12 and attr13 and attr14 and attr15 and attr16 and attr17 and attr18 and attr19 and attr20,|attr1|attr2|attr3|attr4|attr5|attr6|attr7|attr8|attr9|attr10|attr11|attr12|attr13|attr14|attr15|attr16|attr17|attr18|attr19|attr20,256,4352,5804,6069,6064,17.0,23.707,2270.7,104.002,146.3,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
