experiment,timestamp,run,payload_label,payload_target_bytes,plaintext_bytes,policy,usk_attributes,ciphertext_bin_bytes,ciphertext_b64_bytes,mqtt_message_bytes,mqtt_compact_message_bytes,overhead_ciphertext_ratio,overhead_mqtt_ratio,overhead_mqtt_percentage,encryption_time_ms,decryption_time_ms,decrypt_success,recovered_output
exp1_overhead_payload_size,2026-05-24T17:34:34,1,payload_32_bytes,32,32,attr1 or attr2,|attr1,744,992,1065,1060,23.25,33.2812,3228.12,66.477,81.95,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""d"":""xxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:34,2,payload_32_bytes,32,32,attr1 or attr2,|attr1,744,992,1065,1060,23.25,33.2812,3228.12,65.932,80.946,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""d"":""xxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:34,3,payload_32_bytes,32,32,attr1 or attr2,|attr1,744,992,1065,1060,23.25,33.2812,3228.12,61.413,78.98,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""d"":""xxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:34,4,payload_32_bytes,32,32,attr1 or attr2,|attr1,744,992,1065,1060,23.25,33.2812,3228.12,64.249,69.648,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""d"":""xxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:35,5,payload_32_bytes,32,32,attr1 or attr2,|attr1,744,992,1065,1060,23.25,33.2812,3228.12,69.239,81.599,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""d"":""xxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:35,6,payload_32_bytes,32,32,attr1 or attr2,|attr1,744,992,1065,1060,23.25,33.2812,3228.12,67.796,68.144,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""d"":""xxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:35,7,payload_32_bytes,32,32,attr1 or attr2,|attr1,744,992,1065,1060,23.25,33.2812,3228.12,65.809,92.827,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""d"":""xxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:35,8,payload_32_bytes,32,32,attr1 or attr2,|attr1,744,992,1065,1060,23.25,33.2812,3228.12,64.36,71.852,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""d"":""xxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:36,9,payload_32_bytes,32,32,attr1 or attr2,|attr1,744,992,1065,1060,23.25,33.2812,3228.12,61.2,83.101,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""d"":""xxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:36,10,payload_32_bytes,32,32,attr1 or attr2,|attr1,744,992,1065,1060,23.25,33.2812,3228.12,67.983,74.553,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""d"":""xxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:36,1,payload_64_bytes,64,64,attr1 or attr2,|attr1,784,1048,1121,1116,12.25,17.5156,1651.56,71.273,76.756,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:36,2,payload_64_bytes,64,64,attr1 or attr2,|attr1,784,1048,1121,1116,12.25,17.5156,1651.56,65.806,76.609,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:37,3,payload_64_bytes,64,64,attr1 or attr2,|attr1,784,1048,1121,1116,12.25,17.5156,1651.56,74.576,70.197,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:37,4,payload_64_bytes,64,64,attr1 or attr2,|attr1,784,1048,1121,1116,12.25,17.5156,1651.56,66.705,70.278,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:37,5,payload_64_bytes,64,64,attr1 or attr2,|attr1,784,1048,1121,1116,12.25,17.5156,1651.56,65.117,76.516,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:37,6,payload_64_bytes,64,64,attr1 or attr2,|attr1,784,1048,1121,1116,12.25,17.5156,1651.56,62.523,70.004,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:38,7,payload_64_bytes,64,64,attr1 or attr2,|attr1,784,1048,1121,1116,12.25,17.5156,1651.56,59.319,80.722,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:38,8,payload_64_bytes,64,64,attr1 or attr2,|attr1,784,1048,1121,1116,12.25,17.5156,1651.56,65.817,91.545,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:38,9,payload_64_bytes,64,64,attr1 or attr2,|attr1,784,1048,1121,1116,12.25,17.5156,1651.56,66.073,64.562,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:38,10,payload_64_bytes,64,64,attr1 or attr2,|attr1,784,1048,1121,1116,12.25,17.5156,1651.56,65.9,86.007,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:39,1,payload_128_bytes,128,128,attr1 or attr2,|attr1,872,1164,1237,1232,6.8125,9.6641,866.41,64.867,83.29,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:39,2,payload_128_bytes,128,128,attr1 or attr2,|attr1,872,1164,1237,1232,6.8125,9.6641,866.41,61.667,74.05,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:39,3,payload_128_bytes,128,128,attr1 or attr2,|attr1,872,1164,1237,1232,6.8125,9.6641,866.41,77.901,71.253,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:39,4,payload_128_bytes,128,128,attr1 or attr2,|attr1,872,1164,1237,1232,6.8125,9.6641,866.41,66.989,83.747,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:40,5,payload_128_bytes,128,128,attr1 or attr2,|attr1,872,1164,1237,1232,6.8125,9.6641,866.41,64.729,75.501,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:40,6,payload_128_bytes,128,128,attr1 or attr2,|attr1,872,1164,1237,1232,6.8125,9.6641,866.41,58.301,88.587,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:40,7,payload_128_bytes,128,128,attr1 or attr2,|attr1,872,1164,1237,1232,6.8125,9.6641,866.41,69.203,82.946,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:40,8,payload_128_bytes,128,128,attr1 or attr2,|attr1,872,1164,1237,1232,6.8125,9.6641,866.41,72.244,92.615,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:41,9,payload_128_bytes,128,128,attr1 or attr2,|attr1,872,1164,1237,1232,6.8125,9.6641,866.41,69.974,74.088,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:41,10,payload_128_bytes,128,128,attr1 or attr2,|attr1,872,1164,1237,1232,6.8125,9.6641,866.41,74.954,81.566,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:41,1,payload_256_bytes,256,256,attr1 or attr2,|attr1,1044,1392,1465,1460,4.0781,5.7227,472.27,70.487,79.507,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:41,2,payload_256_bytes,256,256,attr1 or attr2,|attr1,1044,1392,1465,1460,4.0781,5.7227,472.27,57.251,76.173,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:42,3,payload_256_bytes,256,256,attr1 or attr2,|attr1,1044,1392,1465,1460,4.0781,5.7227,472.27,64.506,73.215,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:42,4,payload_256_bytes,256,256,attr1 or attr2,|attr1,1044,1392,1465,1460,4.0781,5.7227,472.27,62.955,84.975,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:42,5,payload_256_bytes,256,256,attr1 or attr2,|attr1,1044,1392,1465,1460,4.0781,5.7227,472.27,73.551,75.912,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:42,6,payload_256_bytes,256,256,attr1 or attr2,|attr1,1044,1392,1465,1460,4.0781,5.7227,472.27,69.127,88.499,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:43,7,payload_256_bytes,256,256,attr1 or attr2,|attr1,1044,1392,1465,1460,4.0781,5.7227,472.27,68.284,68.631,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:43,8,payload_256_bytes,256,256,attr1 or attr2,|attr1,1044,1392,1465,1460,4.0781,5.7227,472.27,60.94,84.298,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:43,9,payload_256_bytes,256,256,attr1 or attr2,|attr1,1044,1392,1465,1460,4.0781,5.7227,472.27,72.477,69.213,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:43,10,payload_256_bytes,256,256,attr1 or attr2,|attr1,1044,1392,1465,1460,4.0781,5.7227,472.27,70.077,81.669,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:44,1,payload_512_bytes,512,512,attr1 or attr2,|attr1,1384,1848,1921,1916,2.7031,3.752,275.2,62.407,76.672,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:44,2,payload_512_bytes,512,512,attr1 or attr2,|attr1,1384,1848,1921,1916,2.7031,3.752,275.2,69.534,72.666,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:44,3,payload_512_bytes,512,512,attr1 or attr2,|attr1,1384,1848,1921,1916,2.7031,3.752,275.2,70.659,71.511,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
exp1_overhead_payload_size,2026-05-24T17:34:44,4,payload_512_bytes,512,512,attr1 or attr2,|attr1,1384,1848,1921,1916,2.7031,3.752,275.2,69.243,72.808,True,"[decrypt] attempting to decrypt ciphertext | [decrypt] recovered message: {""device"":""esp32"",""sensor"":""dht22"",""seq"":1,""data"":""xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx""}"
